%eval_id interface p1             p2             p3             p4             p5             p6             p7             p8             p9             p10            p11            p12            p13            p14            p15            activation     energy         maxamp         
3013     INTERFACE  -1.93173367    0.5072899107   5.213758291    5.765389831    5.792461373    -1.855649347   -4.294651743   -2.482654175   -3.509277598   -2.926810291   -0.5152194914  -4.186844033   -3.907316747   -4.646715195   -6.543417897   -0.9240098     7.939783954e-06 7.012548297    
3014     INTERFACE  -1.93173367    0.5072899107   5.490342455    5.817337429    4.003822593    4.05294498     5.032843719    -2.200104665   -5.602239516   -2.926810291   -5.513421943   -6.199951486   -4.582794279   -4.979870763   -6.86269582    -0.9400122762  1.139387806e-05 6.810777513    
3015     INTERFACE  -1.93173367    0.7748645134   0.4676492223   2.667292751    2.863862422    -1.337157497   -4.294651743   -2.848047157   -3.509277598   -2.926810291   -1.189843506   -4.186844033   -3.907316747   -4.646715195   -5.468951621   -0.7053973079  3.618424917e-06 4.705967431    
3016     INTERFACE  -1.93173367    0.8401273848   0.4676492223   2.667292751    2.863862422    -1.855649347   -4.294651743   -2.132867963   -5.001870905   -2.85507929    -2.550128335   -4.186844033   -4.582794279   -4.979870763   -5.468951621   -0.7435055971  4.005132605e-06 4.926456807    
3017     INTERFACE  -1.93173367    5.999159733    4.708641919    5.817337429    5.792461373    -1.79986273    -4.294651743   -6.955002875   -5.001870905   -3.001395061   -4.827563773   -4.186844033   -4.582794279   -4.646715195   -6.543417897   -0.9562874436  1.148831709e-05 7.590050465    
3018     INTERFACE  -1.895588214   0.5072899107   -2.792412418   2.176257269    4.213586525    4.991285155    6.040795418    -2.132867963   -5.001870905   -2.441687576   -5.034030682   -4.186844033   -4.582794279   -4.979870763   -4.545998539   -0.9217954278  7.784705874e-06 7.269842361    
3019     INTERFACE  -1.895588214   0.5072899107   0.3766146781   0.7219755601   4.725808139    4.991285155    5.78912952     5.688469684    -5.001870905   -6.732201094   -5.034030682   -5.351370011   -3.610714733   -4.646715195   -1.474575311   -0.9375408292  9.765609873e-06 6.473285363    
3020     INTERFACE  -1.895588214   1.489261174    0.5326274998   2.176257269    3.825224009    4.05294498     -6.819729862   -5.145806762   -7.143222441   -6.732201094   -1.616244338   -6.199951486   -3.560046647   -4.646715195   -2.487812285   -0.9067899585  7.911144014e-06 6.188632692    
3021     INTERFACE  -1.895588214   1.489261174    0.5326274998   2.176257269    3.825224009    4.05294498     -6.819729862   -5.145806762   -7.143222441   -6.194651293   -1.616244338   -6.199951486   -3.560046647   -4.646715195   -2.035113381   -0.9029673338  7.737339129e-06 6.126742148    
3022     INTERFACE  -1.895588214   6.165417879    4.708641919    2.176257269    3.825224009    4.05294498     -6.819729862   -5.145806762   -3.655701429   -6.732201094   -1.616244338   -6.199951486   -3.560046647   0.8584651065   -2.583279414   -0.8972386122  9.919009136e-06 7.191767759    
3023     INTERFACE  -1.690222411   0.5072899107   -1.51945397    0.9261654007   0.6005456393   -1.326741911   -5.816961298   -2.331791668   -3.509277598   -2.926810291   -5.138619238   -5.844233698   -3.443013992   -2.879955585   -2.583279414   -0.4660285711  2.537505084e-06 3.53321119     
3024     INTERFACE  -1.403801726   0.6363556932   1.289281754    2.176257269    5.127194797    5.736443536    5.640313205    -5.145806762   -5.001870905   -2.441687576   -1.802662724   -6.199951486   -4.582794279   -4.979870763   -5.237748      -0.9391674995  9.208188871e-06 6.748340284    
3025     INTERFACE  -1.291746977   -0.752511367   0.3766146781   2.324332702    4.003822593    4.05294498     -4.294651743   -5.145806762   -4.850039524   -4.828874615   -1.616244338   -6.199951486   -3.907316747   -4.646715195   -2.035113381   -0.8719024062  5.838204978e-06 5.853648554    
3026     INTERFACE  -1.291746977   -0.3411788895  0.3766146781   2.324332702    4.003822593    4.05294498     -4.294651743   -5.145806762   -5.001870905   -4.828874615   -1.616244338   -6.199951486   -3.907316747   -4.646715195   -2.035113381   -0.8740367293  5.909352467e-06 5.837429736    
3027     INTERFACE  -1.291746977   -0.1249771834  5.490342455    6.135967463    5.792461373    -1.79986273    -5.215231655   -5.145806762   -7.143222441   -6.859473999   -0.5152194914  -4.186844033   -3.907316747   -4.646715195   -6.410975685   -0.949654758   1.073418922e-05 8.000256314    
3028     INTERFACE  -1.291746977   -0.1249771834  5.490342455    6.135967463    5.792461373    -1.79986273    -4.481672365   -5.145806762   -7.143222441   -6.859473999   -0.5152194914  -4.186844033   -3.907316747   -5.103836312   -6.410975685   -0.9492602348  1.067550469e-05 7.982978928    
3029     INTERFACE  -1.291746977   0.5072899107   1.289281754    0.9261654007   5.792461373    -1.79986273    -4.294651743   -5.145806762   -6.39639943    -2.926810291   -5.138619238   -5.844233698   -3.907316747   -2.879955585   -2.583279414   -0.8601745963  5.597405963e-06 7.898304134    
3030     INTERFACE  -1.291746977   0.5072899107   5.490342455    6.135967463    5.792461373    -1.79986273    -4.30304555    -2.132867963   -5.592417687   -2.278667963   -4.827563773   -4.186844033   -4.220223828   -4.646715195   -1.474575311   -0.9312653542  8.146782675e-06 7.312746826    
3031     INTERFACE  -1.291746977   0.5072899107   5.490342455    6.135967463    5.792461373    -1.79986273    -4.294651743   -5.145806762   -6.39639943    -5.637703989   -1.504092717   -4.186844033   -3.907316747   -2.879955585   -3.014249156   -0.939196527   8.854426065e-06 7.519253005    
3032     INTERFACE  -1.225223924   0.5072899107   -1.51945397    2.176257269    5.127194797    5.736443536    5.640313205    -5.145806762   -5.001870905   -6.732201094   -5.586691954   -3.477359777   -4.582794279   -4.979870763   -4.16559027    -0.9455379248  9.697074203e-06 7.188278847    
3033     INTERFACE  -1.225223924   0.5072899107   1.289281754    2.176257269    2.242055195    -1.326741911   5.640313205    -5.211266097   -6.173980237   -1.925705419   -1.265419353   -5.844233698   -3.907316747   -2.879955585   -2.583279414   -0.7653653026  5.597891231e-06 6.920808521    
3034     INTERFACE  -1.225223924   0.6363556932   1.289281754    2.176257269    5.127194797    5.558309029    5.640313205    -5.145806762   -5.001870905   -2.441687576   -1.009323426   -6.199951486   -4.582794279   -4.979870763   -5.237748      -0.9358698726  9.094959563e-06 6.602598541    
3035     INTERFACE  -1.225223924   1.184043558    0.3766146781   2.176257269    5.792461373    4.991285155    5.866506982    -2.132867963   -3.140273355   -2.926810291   -1.189843506   -5.351370011   -3.907316747   -4.646715195   -6.040825655   -0.919703722   7.940636171e-06 6.502386834    
3036     INTERFACE  -1.117404165   -0.1249771834  0.3766146781   2.176257269    5.792461373    4.991285155    5.866506982    -2.869538434   -6.863106461   -4.828874615   -1.006155318   -5.616293365   -4.582794279   -7.398105834   -6.040825655   -0.946135819   1.059298205e-05 7.194316348    
3037     INTERFACE  -1.117404165   -0.1249771834  0.5326274998   2.176257269    5.792461373    -1.855649347   5.032843719    -2.200104665   -5.001870905   -2.441687576   -1.265419353   -6.199951486   -4.582794279   -4.979870763   -6.040825655   -0.8177031875  7.046969982e-06 7.184734218    
3038     INTERFACE  -1.117404165   -0.1249771834  4.043216152    6.267846606    5.792461373    4.991285155    5.781894086    -4.756581026   -3.655701429   -2.926810291   -0.5385528578  -1.63163498    -0.4716631883  -4.646715195   -3.014249156   -0.9090384841  8.143386006e-06 6.018320737    
3039     INTERFACE  -1.117404165   -0.1249771834  5.490342455    5.765389831    5.792461373    -2.311780387   -4.294651743   -5.145806762   -7.143222441   -5.763989958   -0.5152194914  -4.949460949   -3.907316747   -4.646715195   -6.543417897   -0.9473868012  1.019069453e-05 7.630946952    
3040     INTERFACE  -1.117404165   -0.1249771834  5.490342455    5.765389831    5.792461373    -2.311780387   -4.120801579   -5.145806762   -7.143222441   -6.37599313    -0.5152194914  -4.949460949   -3.907316747   -4.646715195   -6.543417897   -0.9480212927  1.034706433e-05 7.658331515    
3041     INTERFACE  -1.117404165   -0.1249771834  5.490342455    5.765389831    5.792461373    -1.711177247   -4.294651743   -5.145806762   -7.143222441   -6.37599313    -0.5152194914  -4.949460949   -3.907316747   -4.646715195   -6.543417897   -0.9474034905  1.036967146e-05 7.631659454    
3042     INTERFACE  -1.117404165   -0.1249771834  5.490342455    5.817337429    5.117786884    4.991285155    -6.341750931   -4.585945429   -6.173980237   -2.926810291   -5.513421943   -3.589809622   -4.582794279   -7.398105834   -6.543417897   -0.9576204419  1.22010959e-05 7.534941547    
3043     INTERFACE  -1.117404165   -0.09768637402 -1.51945397    2.176257269    5.792461373    4.991285155    5.866506982    -2.132867963   -4.62413423    -4.828874615   -5.586691954   -3.477359777   -4.582794279   -7.398105834   -6.040825655   -0.9436500669  9.867518849e-06 7.277737484    
3044     INTERFACE  -1.117404165   0.4988481415   0.5326274998   2.176257269    5.127194797    4.05294498     -2.745000615   -2.132867963   -5.001870905   -2.441687576   -1.265419353   -4.186844033   -4.582794279   -4.979870763   -4.545998539   -0.8580417633  5.448293198e-06 6.415437641    
3045     INTERFACE  -1.117404165   0.5072899107   -1.51945397    0.465048799    0.2694401787   -2.168174054   -4.294651743   -2.132867963   -3.509277598   -2.926810291   -1.504092717   0.3549538915   -4.582794279   -4.646715195   -3.014249156   -0.3487891257  1.842147219e-06 2.782980298    
3046     INTERFACE  -1.117404165   0.5072899107   -1.51945397    0.7219755601   -0.1453118341  4.358902893    -4.200908493   -2.132867963   -4.62413423    -6.732201094   -5.586691954   -3.477359777   -4.582794279   -4.646715195   -4.16559027    -0.7679538727  4.620628167e-06 6.692856947    
3047     INTERFACE  -1.117404165   0.5072899107   -1.51945397    0.7219755601   0.2694401787   -2.168174054   -4.294651743   -2.132867963   -3.509277598   -2.926810291   -1.504092717   0.3549538915   -4.582794279   -4.646715195   -2.519845962   -0.3533039689  1.854177796e-06 2.82993842     
3048     INTERFACE  -1.117404165   0.5072899107   -1.51945397    0.7219755601   0.4723613876   -2.168174054   -4.294651743   -2.199628349   -3.509277598   -2.926810291   -1.504092717   0.3549538915   -4.582794279   -4.646715195   -3.014249156   -0.3764610589  1.921358359e-06 2.807548272    
3049     INTERFACE  -1.117404165   0.5072899107   -1.51945397    2.176257269    5.792461373    4.991285155    5.866506982    -2.132867963   -4.62413423    -4.828874615   -5.586691954   -3.108128352   -4.582794279   -7.398105834   -6.040825655   -0.9430089593  9.885755621e-06 7.216849503    
3050     INTERFACE  -1.117404165   0.5072899107   -1.359713689   0.7219755601   0.2694401787   -2.168174054   -4.294651743   -2.132867963   -3.509277598   -2.926810291   -1.504092717   0.3549538915   -4.582794279   -4.646715195   -3.014249156   -0.3658820987  1.892090824e-06 2.809021988    
3051     INTERFACE  -1.117404165   0.5072899107   0.3766146781   2.176257269    0.2694401787   -2.168174054   -4.294651743   -2.132867963   -1.998394287   -2.926810291   -1.930730968   -4.186844033   -4.582794279   -4.979870763   -4.545998539   -0.5193975568  2.60214242e-06 4.14719096     
3052     INTERFACE  -1.117404165   0.5072899107   0.3766146781   6.267846606    0.6962249921   -2.168174054   -4.294651743   -2.132867963   -1.998394287   -2.926810291   -1.930730968   0.02837295564  -4.582794279   0.03475071503  -3.014249156   -0.6401437521  3.563127323e-06 7.283782671    
3053     INTERFACE  -1.117404165   0.5072899107   0.5326274998   0.9261654007   2.863862422    4.05294498     5.032843719    -2.132867963   -7.143222441   -2.926810291   -1.189843506   -6.199951486   -3.907316747   -7.014191012   -1.474575311   -0.8835716248  7.208077761e-06 6.232246781    
3054     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    2.863862422    4.05294498     4.940048458    -2.132867963   -7.143222441   -2.926810291   -1.189843506   -6.199951486   -3.907316747   -7.014191012   -5.401089585   -0.9057023525  8.029891912e-06 6.312527624    
3055     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    2.863862422    4.05294498     5.032843719    -2.132867963   -7.143222441   -2.926810291   -1.485724285   -6.199951486   -3.907316747   -7.014191012   -5.401089585   -0.9082616568  8.071545612e-06 6.41801573     
3056     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    2.863862422    4.05294498     5.032843719    -2.132867963   -7.143222441   -2.926810291   -1.189843506   -4.186844033   -3.907316747   -7.014191012   -6.040825655   -0.9014721513  7.714017873e-06 6.31368747     
3057     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    2.863862422    4.05294498     5.032843719    -2.132867963   -5.602239516   -2.926810291   -0.5385528578  -5.351370011   -3.907316747   -4.646715195   -6.543417897   -0.8878312111  6.848079634e-06 6.132898022    
3058     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    4.003822593    4.05294498     5.032843719    -5.211266097   -6.173980237   -2.926810291   -1.265419353   -4.789141197   -3.907316747   -4.979870763   -4.545998539   -0.9057196379  7.263870416e-06 6.196057558    
3059     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    4.618539992    -1.326741911   -5.687542818   -2.331791668   -3.509277598   -2.926810291   -1.189843506   -5.351370011   -4.220223828   -4.646715195   -2.583279414   -0.7678755522  4.271735954e-06 6.30955785     
3060     INTERFACE  -1.117404165   0.5072899107   0.5326274998   2.176257269    5.127194797    4.05294498     -2.745000615   -2.132867963   -5.001870905   -2.441687576   -1.846658472   -4.186844033   -4.582794279   -4.979870763   -4.545998539   -0.8621024489  5.459850808e-06 6.451237476    
3061     INTERFACE  -1.117404165   0.5072899107   0.5326274998   5.817337429    2.863862422    4.05294498     5.032843719    -2.132867963   -7.143222441   -2.926810291   -1.189843506   -4.287580595   -3.907316747   -7.398105834   -6.543417897   -0.917589426   9.448316536e-06 6.932316396    
3062     INTERFACE  -1.117404165   0.5072899107   0.5326274998   6.267846606    5.127194797    4.05294498     -2.745000615   -2.132867963   -5.001870905   -2.441687576   -1.265419353   0.02837295564  -4.582794279   0.03475071503  -3.014249156   -0.8250271082  5.633248499e-06 6.627238265    
3063     INTERFACE  -1.117404165   0.5072899107   0.8965514907   2.176257269    2.863862422    4.05294498     5.032843719    -5.211266097   -6.173980237   -2.926810291   -0.5385528578  -4.789141197   -3.907316747   -7.014191012   -5.092156301   -0.9066690803  7.785647877e-06 6.360410539    
3064     INTERFACE  -1.117404165   0.5072899107   1.19018617     2.176257269    2.242055195    -1.326741911   -6.341750931   -5.211266097   -5.001870905   -2.926810291   -5.138619238   -5.434774303   1.89214803     -4.870599744   -4.841504115   -0.7286914587  5.363060748e-06 4.379768015    
3065     INTERFACE  -1.117404165   0.5072899107   1.289281754    0.5300770892   0.6005456393   -1.326741911   -5.816961298   -2.132867963   -5.001870905   -2.926810291   -5.138619238   -5.844233698   -3.907316747   -4.870599744   -3.029681607   -0.5871161222  3.424868028e-06 3.675901327    
3066     INTERFACE  -1.117404165   0.5072899107   1.289281754    0.7219755601   -0.1453118341  4.358902893    -3.453233194   -2.132867963   -4.62413423    -1.925705419   -1.265419353   -6.199951486   -4.582794279   -4.646715195   -3.95103382    -0.7183387876  4.190130906e-06 6.056847944    
3067     INTERFACE  -1.117404165   0.5072899107   1.289281754    0.9261654007   -0.1453118341  -1.326741911   -5.816961298   -2.132867963   -5.001870905   -2.926810291   -4.827563773   -5.844233698   -4.220223828   -2.879955585   -2.583279414   -0.5206596255  3.116296804e-06 3.587953223    
3068     INTERFACE  -1.117404165   0.5072899107   1.289281754    0.9261654007   0.9555115208   -1.326741911   -5.816961298   -2.132867963   -5.001870905   -2.926810291   -5.138619238   -5.844233698   -3.907316747   -4.633702551   -2.583279414   -0.6175469756  3.53610422e-06 3.586254228    
3069     INTERFACE  -1.117404165   0.5072899107   1.289281754    2.176257269    -0.1453118341  2.117782859    -2.256053134   -5.145806762   -5.001870905   -1.908009358   -1.265419353   -4.186844033   -4.309931628   -4.979870763   -4.545998539   -0.6409192681  3.746572847e-06 3.974501562    
3070     INTERFACE  -1.117404165   0.5072899107   1.289281754    2.176257269    2.242055195    -1.326741911   -6.341750931   -5.211266097   -5.731977337   -2.926810291   -5.138619238   -5.434774303   1.89214803     -4.870599744   -4.841504115   -0.738039434   5.556014631e-06 4.419206194    
3071     INTERFACE  -1.117404165   0.5072899107   1.289281754    2.176257269    2.242055195    -1.326741911   -5.650863779   -5.211266097   -5.001870905   -2.926810291   -5.138619238   -5.434774303   1.89214803     -4.870599744   -4.841504115   -0.723377347   5.193812824e-06 4.330394094    
3072     INTERFACE  -1.117404165   0.5072899107   1.289281754    2.176257269    5.792461373    -1.326741911   -4.294651743   -2.132867963   -5.001870905   -2.441687576   -1.265419353   -4.186844033   1.89214803     -4.979870763   -3.014249156   -0.7643561363  4.798863587e-06 6.92397195     
3073     INTERFACE  -1.117404165   0.5072899107   4.708641919    5.817337429    -0.1453118341  4.358902893    -4.294651743   -6.955002875   -7.143222441   -3.001395061   -5.586691954   -4.186844033   -3.907316747   -4.646715195   -6.543417897   -0.915579915   9.621422657e-06 7.825825041    
3074     INTERFACE  -1.117404165   0.5072899107   5.490342455    6.135967463    0.6005456393   -1.326741911   -5.816961298   -2.132867963   -5.001870905   -6.37599313    -1.504092717   -4.186844033   -3.907316747   -4.633702551   -3.014249156   -0.8918067217  7.125020154e-06 7.778711157    
3075     INTERFACE  -1.117404165   0.5170621945   0.5326274998   2.176257269    4.618539992    4.991285155    5.640313205    -2.132867963   -7.143222441   -2.926810291   -1.189843506   -5.351370011   -4.219989978   -4.646715195   -1.474575311   -0.9091126919  7.623593161e-06 6.410302845    
3076     INTERFACE  -1.117404165   0.668581546    1.289281754    2.176257269    2.242055195    -1.326741911   -6.341750931   -5.211266097   -6.173980237   -3.804695751   -0.5385528578  -5.844233698   -3.907316747   -2.879955585   -2.037623894   -0.7205335498  4.670567883e-06 4.292514327    
3077     INTERFACE  -1.117404165   0.668581546    1.289281754    2.176257269    2.242055195    -1.326741911   -6.341750931   -5.211266097   -5.57252978    -3.804695751   -5.138619238   -5.844233698   -3.907316747   -2.879955585   -2.583279414   -0.7666582465  4.729806248e-06 4.576531292    
3078     INTERFACE  -1.117404165   0.668581546    1.289281754    2.176257269    2.242055195    -1.326741911   -6.341750931   -5.211266097   -5.06998536    -3.804695751   -5.138619238   -5.844233698   -3.907316747   -2.879955585   -2.583279414   -0.7615556717  4.621166702e-06 4.545122266    
3079     INTERFACE  -1.117404165   0.668581546    1.289281754    2.176257269    2.35976069     -1.326741911   -6.341750931   -5.211266097   -6.173980237   -3.804695751   -0.5385528578  -5.844233698   -3.907316747   -2.879955585   -2.583279414   -0.7318375707  4.71724714e-06 4.436966698    
3080     INTERFACE  -1.117404165   0.668581546    1.289281754    2.176257269    5.127194797    5.736443536    -6.341750931   -5.145806762   -5.001870905   -3.804695751   -0.5385528578  -6.199951486   -4.582794279   -4.979870763   -3.95103382    -0.9299690127  8.250461722e-06 7.403066837    
3081     INTERFACE  -1.117404165   0.9180215548   0.5326274998   2.176257269    5.127194797    4.05294498     -2.745000615   5.688469684    -1.732524568   -6.732201094   -1.265419353   -4.747092739   -3.560046647   -4.646715195   -1.474575311   -0.7520087361  6.946166155e-06 6.283811178    
3082     INTERFACE  -1.117404165   1.157933308    -1.51945397    0.7219755601   -0.1453118341  4.358902893    -3.453233194   -2.132867963   -4.62413423    -6.732201094   -5.586691954   -3.477359777   -4.582794279   -4.646715195   -4.16559027    -0.763231039   4.684192325e-06 6.605462028    
3083     INTERFACE  -0.9025606011  0.5072899107   5.490342455    6.135967463    5.792461373    -1.79986273    -4.294651743   -5.211266097   -6.173980237   -6.37599313    -0.9522749065  -4.789141197   -3.907316747   -7.014191012   -5.092156301   -0.9507618546  1.055491948e-05 7.922675807    
3084     INTERFACE  -0.6584939004  0.5072899107   0.5326274998   2.176257269    4.618539992    4.991285155    5.640313205    -2.132867963   -6.538523776   -2.926810291   -1.189843506   -5.351370011   -3.907316747   -4.646715195   -1.474575311   -0.9051277041  7.27248017e-06 6.287825935    
3085     INTERFACE  0.7503988284   -0.752511367   0.3766146781   2.324332702    4.003822593    3.466264318    -4.294651743   -5.145806762   -5.001870905   -2.926810291   -5.513421943   -4.287580595   -4.582794279   -7.398105834   -2.035113381   -0.8809197545  6.543184927e-06 5.942399716    
3086     INTERFACE  0.7503988284   -0.1249771834  0.3707829791   2.176257269    5.792461373    4.991285155    5.640313205    -4.585945429   -7.143222441   -2.071724973   -1.265419353   -4.60554025    -4.582794279   -7.398105834   -4.545998539   -0.9369963408  9.866331581e-06 6.830100715    
3087     INTERFACE  0.7503988284   -0.1249771834  0.4676492223   2.667292751    2.863862422    -1.326741911   -4.294651743   -2.132867963   -4.235625527   -2.926810291   -1.189843506   -4.186844033   -3.907316747   -4.753527805   -4.545998539   -0.7019454837  3.589322177e-06 4.543612548    
3088     INTERFACE  0.7503988284   -0.1249771834  5.352857385    5.765389831    5.792461373    -1.326741911   -4.294651743   -2.331791668   -4.235625527   -2.926810291   -0.3790017467  -4.186844033   -3.907316747   -4.646715195   -6.543417897   -0.9270480871  8.169804164e-06 6.870135531    
3089     INTERFACE  0.7503988284   -0.1249771834  5.490342455    2.176257269    5.792461373    4.991285155    5.640313205    -4.585945429   -7.143222441   -2.926810291   -5.513421943   -6.199951486   -4.582794279   -7.014191012   -5.401089585   -0.9550756216  1.270180471e-05 6.958170458    
3090     INTERFACE  0.7503988284   -0.1249771834  5.490342455    5.817337429    5.792461373    4.991285155    6.246066978    -4.585945429   -7.143222441   -2.926810291   -5.513421943   -4.287580595   -4.582794279   -7.398105834   -6.543417897   -0.9644024968  1.431773604e-05 7.122215958    
3091     INTERFACE  0.7503988284   -0.1249771834  6.181069582    5.817337429    5.792461373    4.991285155    5.640313205    -4.585945429   -7.143222441   -2.926810291   -5.513421943   -4.60554025    -4.582794279   -7.398105834   -6.86269582    -0.9621735215  1.456911242e-05 7.091735075    
3092     INTERFACE  0.7503988284   0.1482926652   0.3766146781   1.155771989    2.242055195    -1.326741911   -5.816961298   -2.132867963   -4.843248587   -2.926810291   -5.096026348   -1.664744978   -3.907316747   -4.646715195   -1.503886477   -0.6189764142  3.378937281e-06 4.066566848    
3093     INTERFACE  0.7503988284   0.1482926652   0.3766146781   1.155771989    2.242055195    -1.326741911   -4.294651743   -2.132867963   -5.592417687   -2.926810291   -1.616244338   -1.664744978   -3.907316747   -4.646715195   -2.035113381   -0.5659864545  2.790794911e-06 4.000512007    
3094     INTERFACE  0.7503988284   0.1482926652   4.708641919    1.155771989    0.2694401787   -1.326741911   -5.816961298   -2.132867963   -5.592417687   -2.926810291   -1.29292157    -3.703500774   -3.786770241   0.8584651065   -2.583279414   -0.5851401091  4.068392317e-06 6.038095698    
3095     INTERFACE  0.7503988284   0.5072899107   -1.51945397    0.7219755601   -0.4543939685  2.259169975    -2.745000615   -2.132867963   -5.001870905   -2.441687576   -1.824117134   -4.186844033   -3.907316747   -4.646715195   -3.014249156   -0.50497967    2.559388424e-06 3.986400162    
3096     INTERFACE  0.7503988284   0.5072899107   -1.51945397    0.7219755601   -0.1453118341  2.259169975    -2.745000615   -2.132867963   -5.001870905   -2.441687576   -1.824117134   -4.186844033   -3.907316747   -5.302796265   -3.014249156   -0.5289933085  2.744288319e-06 4.008087595    
3097     INTERFACE  0.7503988284   0.5072899107   -1.51945397    5.817337429    5.792461373    -1.855649347   -4.294651743   -5.145806762   -3.655701429   -2.926810291   -5.513421943   -3.703500774   -4.582794279   0.8584651065   -2.583279414   -0.8758711219  6.586007307e-06 7.19578226     
3098     INTERFACE  0.7503988284   0.5072899107   -1.51945397    5.817337429    5.792461373    4.991285155    -4.294651743   -2.132867963   -4.62413423    -2.441687576   -5.513421943   -4.186844033   -4.582794279   -4.979870763   -3.014249156   -0.9218552113  8.099633463e-06 7.031787614    
3099     INTERFACE  0.7503988284   0.5072899107   0.3766146781   0.2950065413   -0.1453118341  -1.326741911   -5.816961298   -2.132867963   -3.509277598   -2.926810291   -4.827563773   -1.63163498    -4.220223828   -2.879955585   -2.583279414   -0.4151345193  2.315724804e-06 3.937503891    
3100     INTERFACE  0.7503988284   0.5072899107   0.3766146781   0.9261654007   -0.1453118341  -1.245991631   -5.687542818   -2.331791668   -3.509277598   -2.926810291   -5.138619238   -1.907849433   -4.220223828   -2.879955585   -2.583279414   -0.4505650401  2.468616163e-06 3.811531286    
3101     INTERFACE  0.7503988284   0.5072899107   0.3766146781   0.9261654007   -0.1453118341  4.991285155    5.640313205    -2.132867963   -6.538523776   -2.926810291   -5.138619238   -1.907849433   -3.907316747   -2.879955585   -1.474575311   -0.8456522822  5.695559975e-06 6.506548393    
3102     INTERFACE  0.7503988284   0.5072899107   0.3766146781   0.9261654007   0.6005456393   -1.326741911   -5.816961298   -2.132867963   -3.509277598   -2.926810291   -5.138619238   -1.63163498    -3.907316747   -4.870599744   -3.029681607   -0.505888164   2.875662079e-06 3.87136774     
3103     INTERFACE  0.7503988284   0.5072899107   0.3766146781   2.667292751    5.792461373    -1.855649347   -4.152086196   -2.331791668   -3.509277598   -2.926810291   -1.265419353   -1.907849433   -4.220223828   -2.879955585   -6.040825655   -0.8191604018  4.641001878e-06 7.104700836    
3104     INTERFACE  0.7503988284   0.5072899107   0.3766146781   6.267846606    -0.1453118341  -1.326741911   -5.687542818   -4.432811819   -3.655701429   -2.291564306   -5.138619238   -0.09525407564 -4.220223828   -2.879955585   -3.014249156   -0.7642033696  4.868255455e-06 7.829460729    
3105     INTERFACE  0.7503988284   0.5072899107   1.289281754    0.9261654007   4.285173935    -1.326741911   -6.142855806   -1.902745311   -5.592417687   -2.926810291   -1.644902258   -4.887585008   -3.907316747   -4.646715195   -0.8220837457  -0.7422930002  4.550501983e-06 5.912790443    
3106     INTERFACE  0.7503988284   0.5072899107   4.708641919    0.9261654007   0.2694401787   -2.104453289   -5.816961298   -2.331791668   -3.509277598   -2.926810291   -1.504092717   -1.907849433   -4.220223828   -2.879955585   -2.583279414   -0.6105796099  3.427182614e-06 6.122564349    
3107     INTERFACE  1.231168616    -0.1249771834  5.901320814    5.817337429    5.792461373    -1.79986273    -5.816961298   -5.145806762   -5.592417687   -2.926810291   -0.5152194914  -4.186844033   -4.248111962   -4.646715195   -6.292678527   -0.9448772669  9.805915972e-06 7.310953122    
3108     INTERFACE  3.139894607    -0.752511367   0.3766146781   2.324332702    4.003822593    3.466264318    -4.294651743   -5.145806762   -7.143222441   -4.828874615   -1.616244338   -6.199951486   -3.907316747   -4.646715195   -2.035113381   -0.8747608066  7.160117063e-06 5.707540041    
3109     INTERFACE  3.139894607    1.489261174    0.5326274998   6.267846606    0.2694401787   -1.855649347   -4.294651743   -5.145806762   -7.143222441   -2.926810291   -1.29292157    -3.703500774   -3.786770241   -4.646715195   -2.035113381   -0.8485506773  6.323836801e-06 7.838602336    
3110     INTERFACE  3.139894607    5.999159733    -1.51945397    0.7219755601   5.792461373    -1.79986273    -3.453233194   -2.132867963   -4.62413423    -6.732201094   -4.827563773   -3.477359777   -4.582794279   -4.646715195   -4.16559027    -0.8753606677  7.946485107e-06 7.643427558    
3111     INTERFACE  3.139894607    5.999159733    4.708641919    5.989788248    5.792461373    -1.79986273    -4.841782795   -7.021147816   -0.7180327006  -2.926810291   -4.827563773   -4.186844033   -3.907316747   -4.646715195   -6.543417897   -0.9552210569  1.178782501e-05 6.986006489    
3112     INTERFACE  3.139894607    6.165417879    0.3766146781   6.267846606    2.242055195    -1.855649347   -4.294651743   -5.145806762   -3.655701429   -2.926810291   -5.096026348   -1.664744978   -3.907316747   -4.646715195   -1.503886477   -0.8794760108  7.684478092e-06 7.299439128    
3113     INTERFACE  3.139894607    6.165417879    4.708641919    6.267846606    0.2694401787   -1.855649347   -4.294651743   -2.132867963   -3.655701429   -2.926810291   -1.009649312   -5.351370011   -3.907316747   -4.646715195   -4.545998539   -0.9318159223  8.391224657e-06 7.128814692    
3114     INTERFACE  3.139894607    6.165417879    4.708641919    6.267846606    0.2694401787   4.991285155    5.640313205    -2.132867963   -4.62413423    -2.926810291   -1.29292157    -4.186844033   -3.786770241   -4.646715195   -4.16559027    -0.8963879943  9.805647014e-06 6.054084996    
